year,state,name,event,notes
-469,韓,荀瑤,與齊伐衛,
-468,魯,季康子,【卒】,35， 18
-468,魯,哀公,如越歸【卒】,35， 18
-468,魯,智子,居武城,35
-468,越,后庸,聘魯,35， 18
-468,越,后庸,徙都琅琊,35， 18‘
-465,越,勾踐,【卒】,18， 49
-465,越,衛悼公,【卒】于越,
-462,晉,荀瑤,城高粱,
-459,晉,荀瑤,伐中山,
-458,晉,智伯,與韓趙魏盡分范中行故地,36
-456,晉,韓龍,取盧氏城,
-455,晉,智伯,率韓魏之師攻趙,
-455,趙,襄子,奔晉陽,
-455,韓,鄭人,弑其君,61
-454,晉,智伯,圍晉陽,表誤
-453,趙,-,與韓魏共殺知伯盡幷其地,36
-452,晉,出公,奔楚,36
-449,越,不壽,見殺,49
-447,魯,顓孫師,【卒】,
-447,楚,-,滅蔡,
-446,魏,子夏,居西河,38， 39
-446,魏,田子方,魏文侯禮賢之,40
-446,魏,段干木,魏文侯禮賢之,40
-446,魏,魏成子,魏文侯禮賢之,40
-445,楚,-,滅杞,
-445,楚,-,至泗上,
-445,楚,公輸般,游楚當在此稍前,41
-444,楚,墨子,止楚攻宋當在此時或稍後,42
-444,楚,禽滑釐,與墨子弟子300人守宋,42， 62
-443,楚,言偃,【卒】,
-440,魏,-,始封鄴,46
-439,晉,燕成公,【卒】,43
-439,楚,墨子,獻書惠王不遇去楚至晚不出此年,42
-438,宋,墨子,仕宋見囚當在此稍後,44
-436,魯,曾參,【卒】,48
-436,魯,樂正子春,,48， 65
-434,晉,敬公,【卒】,36
-433,楚,-,遷都還郢,42
-431,楚,簡王,滅莒,
-425,魏,文侯,始稱侯,
-425,魏,子夏,年84,38
-425,趙,襄子,【卒】,
-424,魏,文侯,更元年,23， 43
-423,韓,韓武子,殺鄭幽公,
-422,宋,昭公,【卒】,45
-422,魏,子擊,【生】,46
-416,晉,幽公,【卒】,36
-416,魏,-,誅晉亂立烈公,36
-416,趙,-,滅泫氏,
-416,韓,-,都平陽,
-415,魯,曾申,,48
-415,魯,公儀休,,48
-415,魯,泄柳,,48
-415,魯,申詳,,48
-415,魯,子思,,48
-415,魯,墨子,,48
-415,趙,-,城平邑,134
-415,越,-,滅滕,49
-414,周,威公,始立為西周君,55
-414,周,寧越,威公師之,55
-414,楚,-,伐晉南鄙近於上洛,
-414,越,-,滅郯,49
-413,齊,-,伐晉毀黃城圍陽湖,
-413,魏,-,敗秦鄭下李克,40
-412,魯,吳起,什魯,50
-412,齊,-,伐魯莒及安陽,
-412,越,朱勾,【卒】,51，134
-411,魯,-,伐魯取一城,51，52
-411,魯,田莊子,【卒】,51，52
-411,魯,悼子,立,51，52
-409,魏,-,伐秦至鄭還,53
-409,魏,-,築洛陰邰陽,53
-409,魏,吳起,為魏將,53
-408,周,太史屠黍,由晉歸周,54
-408,齊,-,取魯郕,48
-408,魏,-,伐中山,54
-408,魏,樂羊,爲將,40
-408,韓,景侯,伐鄭取雍丘,
-408,鄭,鄭,成京,
-407,齊,-,伐衛取毋丘,
-407,鄭,鄭,敗韓于負黍,
-406,周,秦簡公,【卒】,
-406,齊,田悼子,【卒】,
-406,齊,公孫會,以廩丘叛于趙,56
-406,魏,-,滅中山,54
-406,魏,子擊,守中山,46
-406,魏,屈侯鮒,為傅,
-406,魏,李克,守中山在此後,40
-406,魏,吳起,守西河在此後,40
-406,魏,西門豹,守鄴或稍前,40
-405,周,秦敬公,元年,
-405,齊,宣公,【卒】,56
-405,齊,田和,始立,56
-405,齊,墨子,游齊當在此稍後,57
-405,魏,-,與韓趙伐齊入長城,57
-405,魏,翟璜,,40
-404,宋,悼公,【卒】,69
-403,周,-,三晉命邑為諸侯,43
-403,魏,-,見中山使者趙倉唐,46
-403,趙,-,始稱侯,43
-402,魯,子思,【卒】至晚在此年,58
-402,魏,-,召子擊,43，54，146，46
-402,魏,-,以中山封少子摯是爲中山侯,
-402,趙,-,更元年,43
-402,趙,公仲連,,40
-402,趙,牛畜,,40
-402,趙,荀欣,,40
-402,趙,徐越,,40
-402,楚,聲王,被盜殺,
-401,鄭,申不害,【生】,77
-400,齊,田午,【生】,66
-400,楚,-,三晉來伐,
-399,趙,中山武公,初立,43，54
-398,鄭,-,殺其相駟子陽,
-398,鄭,列禦寇,,59
-398,楚,-,伐鄭,
-397,魏,文侯,【卒】,60
-397,韓,聶政,刺殺韓相俠累,71
-396,鄭,子陽之徒,弑繻公,
-396,鄭,繻公,【卒】,
-394,秦,秦敬公,【卒】,
-394,齊,-,伐魯取最,
-394,鄭,-,負黍反韓,
-393,楚,-,伐韓取負黍,
-393,楚,墨子,與魯陽文君論伐鄭,61
-392,楚,墨子,【卒】當在此時前後,31，61，62
-391,齊,田和,遷康公于海上,67
-391,楚,-,敗于三晉,
-390,魯,-,敗齊平陸,
-390,晉,烈公,【卒】,36
-390,魏,衛鞅,當【生】于此時前後,73
-389,魯,孟子,當【生】于此時稍後,63
-388,魏,-,伐齊至靈丘,60
-388,魏,吳起,將,60
-387,齊,田和,會魏侯于卓澤,64
-386,齊,田和,立為侯,64
-386,齊,南郭子綦,,59
-386,魏,-,城洛陰及安邑王垣,46
-386,魏,-,襲邯鄲不勝,43
-386,趙,-,始都邯鄲,78
-386,趙,公子朔,為亂不勝奔魏,43
-385,齊,田和,【卒】,64
-385,韓,-,伐宋到彭城執其君,99
-384,齊,田剡,立,65
-384,齊,鄒忌,當【生】此時前後,84，118
-384,齊,淳于髡,當【生】此時前後,84，118
-384,魏,吳起,奔楚當在此時前後,66
-384,楚,吳起,自魏來奔,
-383,魯,繆公,【卒】,47
-381,宋,休公,【卒】,
-381,楚,悼王,【卒】,66，67
-381,楚,吳起,楚人殺之,66，67
-381,楚,孟勝,,68
-381,楚,田襄子,,68
-380,楚,沈尹華,當【生】此時前後,89
-379,齊,康公,【卒】,
-379,越,-,遷于吳,118
-376,齊,田午,弑君剡自立,70
-376,韓,哀侯,滅鄭入于鄭,71
-376,越,諸咎,弑君,
-376,越,翳粵,殺諸咎,
-376,越,孚錯枝,吳人立爲君,
-374,周,太史儋,入秦見獻公,
-374,秦,-,太史儋入見,
-375,晉,-,邑韓哀侯于鄭,
-375,韓,山堅,弑其君哀侯,71
-375,韓,懿侯,立,
-371,魏,-,伐楚取魯陽,
-371,魏,武侯,【卒】,
-370,魏,惠王,封公子魏緩,46， 緩為惠王弟， 惠王名罃
-370,魏,魏緩,受惠王封,46
-370,魏,韓趙,伐魏之城邑葵,46
-370,魏,惠王,敗鄴師邯鄲師于平陽,46， 緩：鄴師； 趙：邯鄲師
-370,韓,懿侯,與趙遷晉桓公于屯留,36
-370,趙,成侯,魏伐趙圍于濁陽,紀年
-370,燕,簡公,【卒】,134
-370,齊,桓公,趙伐齊取鄄,
-369,魏,王錯,出奔韓,66， 大夫王錯，忌讒吳起
-369,魏,惠王,敗韓于馬陵,134
-369,趙,成侯,中山築長城,世家
-369,齊,田壽,伐魏觀，觀降,紀年
-368,秦,秦子向,命為藍君,紀年
-368,韓,懿侯,城郉邱,紀年
-368,宋,惠施,【生】,125，生此時稍前
-368,宋,莊周,【生】,88，生此時稍後
-367,趙,成侯,與韓分周以為兩,世家
-366,魏,公子景賈,將伐鄭，韓明戰於陽，魏敗,紀年
-365,齊,桓公,弑其君母,70
-364,秦,獻公,與魏戰石門，斬首六萬，天子賀六國表,83
-364,魏,公子緩,如邯鄲,46
-364,越,寺區弟思,弑其君莽安，次無顓立,134，寺思，越大父，寺區之弟；無顓，越王名
-363,魏,惠王,伐趙，取列人，取肥,紀年
-362,秦,獻公,與魏戰少梁，虜魏將公孫痤,
-362,魏,-,四月甲寅徙都大梁,46
-362,魏,-,與趙榆次陽邑，會鄭釐侯于巫沙,46，榆次，陽邑皆地名
-362,趙,魏公孫痤,敗趙與韓于澮，取皮牢,
-362,趙,成侯,與韓昭侯遇上黨,世家
-361,秦,衛公孫鞅,自魏入秦,73
-361,宋,宋牼,【生】,122，當生此時前後
-360,周,惠公傑,【薨】,紀年
-360,魏,鄭釐侯,鄭來致地：平邱，戶牅，首垣諸邑，及鄭馳道。魏取軹道與鄭鹿,紀年
-359,秦,孝公,用衛鞅定變法之令,73
-359,秦,甘龍,TODO,73
-359,秦,杜摯,TODO,73
-359,魏,-,使龍賈築長城于西邊,紀年
-359,韓,-,取屯留尙子涅,36
-359,趙,-,與韓分晉，遷晉君於端氏,36
-359,楚,-,伐魏，決白馬，以水長垣之外,紀年
-358,魏,-,與鄭釐侯盟巫沙以釋宅陽之圍，歸釐與鄭,紀年
-358,齊,桓公,【卒】,70，84
-358,齊,匡章,【生】,94，生此時或稍前
-358,齊,鄒忌,見威王,84，74
-357,魏,魯共侯，宋桓侯，衛成侯，鄭釐侯,來朝,154，78，69
-357,齊,威王,立稷下宮招致逰士，當在此時前後,75，76
-357,齊,淳于髡,逰稷下,118
-356,秦,衛鞅,拜右庶長,
-356,韓,-,築長城自亥谷以南,紀年
-356,趙,-,與燕煇阿,
-356,越,無顓,【薨】,134
-355,秦,公子壯,帥師伐鄭，圍焦城不克,紀年
-355,秦,-,與魏會杜平,83
-355,韓,申不害,為相,77
-355,趙,-,伐衛取漆富丘城之,78
-355,齊,威王,及燕師戰于泃水，齊師遁,紀年
-354,秦,與魏戰元里取少梁,,
-354,魏,-,伐趙圍邯鄲,78
-354,魏,季梁,TODO,79
-354,魏,楊朱,TODO,80，81
-354,韓,-,朝魏于中陽,77
-354,韓,-,東周與鄭高都利,紀年
-354,齊,田期,伐魏東鄙戰於桂陽，魏敗,78
-354,宋,景㪨，衛公孫倉,會齊師，圍魏襄陵,78
-353,魏,-,以韓師敗諸侯，師于襄陵，齊侯使楚景舍來求成,77，78
-353,魏,-,拔邯鄲,78
-353,齊,-,敗魏桂陵,78
-352,秦,衛鞅,為大良造，伐魏安邑降之,46
-352,魏,-,晉取泫武濩澤,36
-351,秦,衛鞅,圍魏固陽降之,
-351,魏,-,歸趙邯鄲，與盟漳水上,78
-351,趙,慎到,【生】,137，當生此時前後
-351,齊,-,防以為長城,128
-351,齊,天駢,【生】,139，當生此時前後
-350,秦,-,自雍徙都咸陽,
-349,韓,韓姬,弑晉君,36
-349,趙,韓姬,奪晉君端氏徙處屯留,36
-348,韓,招侯,如秦,
-348,齊,陳仲,【生】,150，當生此時前後
-346,秦,衛鞅,太子犯法，衛鞅刑其傅公子虔,73
-346,楚,-,伐徐州,118
-345,魏,-,敗韓馬陵,紀年
-344,秦,少官,公子少官帥師會諸侯于逢澤,83
-344,魏,白圭,封于澮,82
-344,魏,-,會諸侯于逢澤,83
-344,齊,田肦,伐梁,84
-343,周,杜赫,TODO,55，85，163
-343,魏,穰疵,率師及鄭孔夜戰于梁赫，鄭師敗,84
-343,魏,惠施,遊梁,93，在此稍後
-343,楚,屈原,【生】,87
-343,齊,-,敗梁馬陵,84，86
-343,齊,田忌,以與鄒忌相悪奔楚孫臏從,85
-342,秦,衛鞅,伐魏虜公子卬,鞅傳
-342,魏,齊田肦,五月齊田肦伐魏東鄙，九月秦衛鞅伐魏西鄙，十月邯鄲伐魏北鄙，王攻衛鞅敗績,84
-342,魏,中山君,為相,54，146
-342,齊,田肦,及宋人伐魏東鄙圍平陽,紀年
-341,秦,衛鞅,封衛鞅於商十五邑，號曰商鞅,73
-341,魏,-,城濟陽,紀年
-340,魏,-,下邳遷於薛改名徐州,110
-340,宋,剔成,廢君自立稱元年,69
-339,魏,-,與秦戰岸門,
-339,趙,荀卿,【生】,103，當生此時稍前
-339,楚,鐸椒,TODO,67
-339,楚,莊周,TODO,88
-339,楚,沈尹華,TODO,89
-338,秦,商君,孝公卒，商君死，尸佼逃蜀,90
-338,宋,剔成,【卒】，弟偃嗣立,69，91
-337,韓,申不害,【卒】,71，77
-335,秦,-,拔韓宜陽,94
-335,齊,匡章,敗秦或在此年,94
-335,齊,孟子,遊齊與匡章遊當在此時稍前,94，98
-334,魏,-,與齊會徐州相王,92，齊魏會徐州，相約僭稱王
-334,魏,惠施,用事於魏,93
-334,韓,-,作高門,94
-334,燕,蘇秦,至燕（？）,95
-333,秦,公孫衍,為大良造,
-333,楚,-,伐齊敗之圍徐州,96
-333,燕,文侯,【卒】,97
-333,燕,文侯,齊伐燕取十城,97
-332,燕,易王,與魏伐趙,
-330,周,昭文君,資張儀入秦,107
-330,秦,-,魏獻河西地,107
-330,秦,張儀,初入秦應在此年或稍前,107
-329,秦,-,渡河取魏汾陰、皮氏，與魏會應,
-328,秦,張儀,相,
-328,秦,-,魏納上郡,
-328,宋,君偃,始稱王,99
-327,趙,韓擧,與齊戰死於桑邱,102
-327,宋,-,太丘社亡周鼎淪泗水下（？）,99
-326,韓,-,與趙圍襄陵,102
-325,秦,惠文王,四月始稱王,100
-325,韓,-,五月會梁王於巫沙,101，102
-325,韓,-,始稱王,101，103
-325,韓,-,十月朝梁,101，104
-325,齊,荀卿,來遊學當在此時或稍前,103
-324,魏,-,與齊韓會阿平,104
-324,宋,孟子,遊宋當在此時或稍前,98，110
-323,秦,張儀,會齊楚魏之大臣於齧桑,
-323,魏,犀首,約魏趙韓燕中山五國相王,105， 犀首，魏臣；相與稱王
-323,魏,-,會齊威王於鄄,104
-323,楚,-,敗魏襄陵,
-323,燕,易王,五十年始稱王,105
-323,齊,孟子,自宋過薛,110
-323,齊,孟子,歸魯之滕,111，112
-322,秦,-,韓魏太子來朝,本紀
-322,秦,-,伐魏曲沃平周取之,
-322,魏,惠施,去魏,107
-322,魏,張儀,相魏,107
-322,楚,惠施,自魏來,107
-322,魯,平公,立,106，112
-322,齊,田嬰,四月封田嬰於薛十月城薛,109
-322,宋,惠施,楚納惠施,108
-321,秦,田鳩,秦惠王時墨者,114，年序世次，腹䵍最前，田鳩次之，唐謝又次之
-321,秦,腹䵍,秦惠王時墨者,114，年序世次，腹䵍最前，田鳩次之，唐謝又次之
-321,秦,唐姑果,秦惠王時墨者,114，年序世次，腹䵍最前，田鳩次之，唐謝又次之
-321,秦,謝子,秦惠王時墨者,114，年序世次，腹䵍最前，田鳩次之，唐謝又次之
-321,魏,薛子嬰,來朝,紀年
-321,齊,孟子,在滕,
-321,齊,許行,遊滕當在此時,113
-321,齊,蘇秦,【卒】,95，或在此時
-320,魏,孟子,遊梁,115
-320,魏,中山公子牟,【生】,146，當生此時或稍前
-320,齊,威王,【卒】,74
-320,齊,蘇厲,侍燕質子在齊,95，蘇厲為蘇秦弟
-320,齊,蘇代,侍燕質子在燕,95，蘇代為蘇秦弟
-320,齊,荀子,遊燕當在此時或稍後,103
-319,魏,惠王,【卒】,115
-319,魏,惠施,返魏,116
-319,魏,張儀,去魏,116
-319,趙,公孫龍,【生】,"141,當在此時或稍後"
-319,齊,孟子,自魏來,117
-319,齊,鄒忌,【卒】,85
-319,齊,-,稷下學士復盛,75
-319,齊,淳于髡,TODO,75
-319,齊,田駢,TODO,75
-319,齊,環淵,TODO,75
-319,齊,王斗,TODO,75
-319,齊,尹文,TODO,75
-319,齊,蘇代,自燕使齊當在此時前後,95
-318,秦,-,五國約擊秦不勝而還,95
-318,魏,惠施,使楚,116
-318,魏,孟嘗君,初相魏當在此年或稍後,125
-318,齊,田忌,復歸,85
-318,齊,孫臏,【卒】,85，在前
-318,齊,蘇代,自齊使燕當在此年或明年,95
-318,滕,文公,【卒】,135，在是年或稍後
-317,秦,-,敗趙公子渴韓太子奐，斬首八萬,95
-317,秦,張儀,復相,95
-317,秦,義渠,襲敗秦於李帛,95
-317,魏,襄哀王,齊敗魏觀澤,95
-317,韓,-,秦敗韓脩魚，虜將申差,95
-317,趙,-,與韓魏共擊秦,95
-317,趙,-,齊敗趙觀澤,95
-317,齊,-,與宋敗魏趙於觀澤,95
-316,齊,-,讓國於相之子,95，齊相名為“之子”
-315,楚,屈原,為左徙當在此時或稍前,121
-315,齊,-,冬伐燕,120
-315,齊,匡章,為將,94
-314,秦,-,敗韓師於岸門,
-314,魏,惠施,使趙,116
-314,趙,-,立燕公子職,120
-314,齊,-,取燕，燕君噲、及太子、相之子皆死,120
-314,齊,蘇代，蘇厲,皆留齊,95
-313,楚,屈原,見疏作離騷當在此時或稍前,121
-313,楚,張儀,來楚,
-312,秦,-,敗楚屈丐取漢中,
-312,魏,-,秦王來見于蒲阪闗,紀年
-312,魏,-,四月越王使來獻乘舟,紀年
-312,魏,-,擊齊於濮贅子死章子走,94
-312,韓,-,與秦共攻楚,紀年
-312,韓,-,韓明率師伐襄丘,紀年
-312,楚,景翠,圍韓雍氏,紀年
-312,齊,孟子,去齊當在此時或稍後,122
-312,齊,-,王殺其王后,紀年
-312,齊,蘇代,在齊見陳軫,95
-312,宋,孟軻,孟軻宋鈃遇於石邱當在此年或稍前,122，123
-311,楚,張儀,復來,126
-311,楚,屈原,使齊返,
-310,魏,田需,【卒】,125，田需為魏相
-310,魏,惠施,【卒】,125，當在此年或稍前
-310,魏,張儀,【卒】,126，五月張儀卒
-310,趙,-,納孟姚，生子何,
-310,楚,蘇厲,在楚北見梁王,95
-310,楚,庶章,率師會魏於襄丘,紀年
-309,秦,-,初置丞相，樗里疾，甘茂為丞相,
-309,魏,-,河水溢酸棗郛,紀年
-308,秦,-,伐韓宜陽,本紀
-307,秦,-,拔宜陽，涉河，城武遂,
-307,秦,武王,【卒】,99，王卒於周
-307,魏,-,秦擊皮氏,紀年世家
-307,趙,-,初胡服,82
-307,楚,屈原,居漢北為三閭大夫當在此時或稍前,127
-307,齊,魯仲連,【生】,155，當生此時或稍後
-306,秦,甘茂,奔齊遇蘇代,95，128
-306,魏,-,城皮氏,紀年
-306,韓,-,秦復與韓武遂,世家
-306,韓,-,楚圍韓雍氏,95
-306,韓,蘇代,為齊使秦過韓,95
-306,趙,-,略中山胡地,世家
-306,趙,白圭,遊中山當在此時或稍後,82
-306,楚,-,圍韓雍氏,95
-305,魏,蘇代,拘於魏應在此稍後,95
-305,趙,-,伐中山，中山獻四邑以和,世家
-305,楚,-,迎婦於秦,161
-305,楚,-,還淵詹何,146
-304,楚,-,與秦盟黃棘，秦歸楚上庸,世家
-303,魏,-,秦拔魏蒲阪晉陽封谷,
-303,韓,-,秦取武遂,
-303,趙,-,攻中山,世家
-303,楚,-,齊韓魏伐楚，楚使太子質秦,
-302,魏,-,與秦會臨晉，復魏蒲阪,
-302,趙,-,命吏大夫奴遷于九原，又命將軍大夫適子戍吏皆貉服,82
-302,齊,公孫宏,使秦,129
-301,秦,-,會韓魏齊之師伐楚,
-301,秦,-,涇陽君為質於齊,95
-301,趙,-,伐中山，中山君奔齊,95
-301,趙,公子牟,TODO,146
-301,齊,宣王,【卒】,95
-301,齊,孟嘗君,將入秦，蘇代諫止之,95
-301,齊,匡章,將與韓魏攻楚，殺唐昧,94，128
-301,齊,鄒衍,【生】,144，生在此時稍前
-300,秦,昭襄王,破楚師殺景缺取新城,
-300,秦,樗里疾,【卒】,
-300,魏,薛侯,來會於釜丘,129
-300,魏,馮諼,,129
-300,楚,太子橫,質齊,
-300,楚,蘇厲,,95
-299,秦,白圭,游秦或在此時前後,82
-299,魏,汲冢紀年,止此,119
-299,趙,武靈王,傳國少子何自號主父,
-299,趙,龐煖,當【生】在此時稍後,157
-299,楚,懷王,入秦,
-299,楚,屈原,【卒】或在此前後,87
-299,齊,田文,入相秦,129
-299,宋,宋王偃,39年置太子爲王,130
-299,宋,兒說,,130
-299,宋,-,戮唐唐鞅當在此稍前,130
-298,秦,田文,免樓緩相,
-298,趙,惠文王,封公子勝為平原君,133
-298,楚,蘇厲,在楚,95
-298,齊,田文,歸相齊與韓魏共擊秦,95， 129
-298,齊,蘇代,在齊,95
-298,宋,仇赫,相宋,130
-298,宋,-,滅滕當在此時或稍後,135
-296,趙,李兌，公子成,殺公子章，不禮主父餓死沙丘,130
-296,趙,樂毅,去適魏,
-296,楚,懷王,【卒】于秦,
-296,楚,屈原,【卒】或在此前後,87
-295,秦,樓緩,免魏冉為丞相,
-295,秦,-,與·楚粟五萬石,
-295,魏,樂毅,使燕當在此時或稍後,
-295,燕,樂毅,來燕當在此時或稍後,
-294,秦,呂禮,亡奔齊,
-294,秦,蘇代,使燕當在此時或稍後,95
-294,秦,田甲,劫湣王,
-294,秦,田文,走,
-294,秦,湣王,重召田文,
-294,秦,魏子,,129
-294,秦,呂禮,,129
-293,秦,白起,敗韓魏于伊闕,
-292,秦,白起,攻魏取垣,
-292,秦,白起,攻楚區宛,
-292,秦,魏冉,免相,
-292,楚,-,迎歸于秦,
-292,燕,蘇代,自齊至當在此前後,95
-291,秦,魏冉,復相,冉傳
-291,秦,魏冉,取魏軹及鄧,本紀
-290,秦,-,魏入河東地400里,
-290,秦,-,以垣易魏蒲阪皮氏,
-290,魏,成陽君,朝秦,秦紀
-290,魏,白圭,【卒】當在此前後,82
-290,韓,劇辛,【生】當在此前後,157
-289,秦,-,擊魏取城大小61,
-289,韓,呂不韋,【生】當在此前後,159
-289,宋,莊周,【卒】當在此時或稍後,88
-289,宋,孟子,【卒】舊譜,63
-288,秦,-,10月為帝,
-288,秦,-,12月復爲王,
-288,秦,呂禮,來自歸,95
-288,韓,董叔,與魏伐宋得河陽于魏,世家
-288,齊,-,為東帝2月復爲王,95
-288,齊,蘇代,自燕來勸齊伐宋,95
-288,宋,-,宋王偃逐太子,130
-287,趙,李兌,約五國伐秦,95
-287,齊,蘇代,為齊見李兌勸定從約,95
-286,秦,魏冉,免,
-286,魏,孟嘗君,當在此稍前,129
-286,楚,荀卿,自齊來,136
-286,齊,-,滅宋于宋王偃52年,91
