year,state,name,event,notes
-398,楚,-,伐鄭,
-397,魏,文侯,【卒】,60
-397,韓,聶政,刺殺韓相俠累,71
-396,鄭,子陽之徒,弑繻公,
-396,鄭,繻公,【卒】,
-394,秦,秦敬公,【卒】,
-394,齊,-,伐魯取最,
-394,鄭,-,負黍反韓,
-393,楚,-,伐韓取負黍,
-393,楚,墨子,與魯陽文君論伐鄭,61
-392,楚,墨子,【卒】當在此時前後,31，61，62
-391,齊,田和,遷康公于海上,67
-391,楚,-,敗于三晉,
-390,魯,-,敗齊平陸,
-390,晉,烈公,【卒】,36
-390,魏,衛鞅,當【生】于此時前後,73
-389,魯,孟子,當【生】于此時稍後,63
-388,魏,-,伐齊至靈丘,60
-388,魏,吳起,將,60
-387,齊,田和,會魏侯于卓澤,64
-386,齊,田和,立為侯,64
-386,齊,南郭子綦,,59
-386,魏,-,城洛陰及安邑王垣,46
-386,魏,-,襲邯鄲不勝,43
-386,趙,-,始都邯鄲,78
-386,趙,公子朔,為亂不勝奔魏,43
-385,齊,田和,【卒】,64
-385,韓,-,伐宋到彭城執其君,99
-384,齊,田剡,立,65
-384,齊,鄒忌,當【生】此時前後,84，118
-384,齊,淳于髡,當【生】此時前後,84，118
-384,魏,吳起,奔楚當在此時前後,66
-384,楚,吳起,自魏來奔,
-383,魯,繆公,【卒】,47
-381,宋,休公,【卒】,
-381,楚,悼王,【卒】,66，67
-381,楚,吳起,楚人殺之,66，67
-381,楚,孟勝,,68
-381,楚,田襄子,,68
-380,楚,沈尹華,當【生】此時前後,89
-379,齊,康公,【卒】,
-379,越,-,遷于吳,118
-376,齊,田午,弑君剡自立,70
-376,韓,哀侯,滅鄭入于鄭,71
-376,越,諸咎,弑君,
-376,越,翳粵,殺諸咎,
-376,越,孚錯枝,吳人立爲君,
-374,周,太史儋,入秦見獻公,
-374,秦,-,太史儋入見,
-375,晉,-,邑韓哀侯于鄭,
-375,韓,山堅,弑其君哀侯,71
-375,韓,懿侯,立,
-371,魏,-,伐楚取魯陽,
-371,魏,武侯,【卒】,
